요양기관명,좌표(X),좌표(Y),시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호
동아후문약국,129.0192058,35.1194902,부산,210006,부산서구,동대신동3가,49201,"부산광역시 서구 동대로19번길 32, 지하3층 101호 (동대신동3가, 브라운스톤 하이포레)",051-245-4545
온누리인해약국,129.3402985,36.1989824,경북,370702,포항북구,청하면,37515,"경상북도 포항시 북구 청하면 청하로 221, (청하면)",054-232-3816
조은약국,127.9883872,38.1015787,강원,320004,양구군,양구읍,24542,"강원특별자치도 양구군 양구읍 우정로119번길 20, (양구읍)",033-482-4482
메디팜 정약국,126.6673469,36.6010151,충남,340015,홍성군,홍성읍,32231,"충청남도 홍성군 홍성읍 홍성천길 214, 두리프라자 106호",041-634-6001
조은약국,126.8977957,37.4712638,서울,110025,금천구,독산동,08523,"서울특별시 금천구 시흥대로 421, 1층 (독산동)",02-867-5979
은혜약국,126.9007082,37.455419,서울,110025,금천구,시흥동,08626,"서울특별시 금천구 시흥대로 242, 반석빌딩 1층 (시흥동)",02-807-0496
시흥한양약국,126.9038646,37.4413535,서울,110025,금천구,시흥동,08652,"서울특별시 금천구 시흥대로 82, 에이동 1층 (시흥동)",02-2682-8477
소화약국,126.3887933,34.7902029,전남,360300,목포시,호남동,500-800,"전라남도 목포시 삼학로 30, (호남동)",061-243-7960
레몬약국,129.3386875,36.0059892,경북,370701,포항남구,효자동,37836,"경상북도 포항시 남구 효성로 46, 1층 (효자동)",054-614-0858
레몬약국,128.897785,37.7544997,강원,320100,강릉시,금학동,25540,"강원특별자치도 강릉시 금성로22번길 8, 제중빌딩 1층 3호 (금학동)",033-645-6533
여름약국,126.8970019,37.4693592,서울,110025,금천구,독산동,08584,"서울특별시 금천구 시흥대로 399, 시티렉스 107호 (독산동)",809-3361
조은약국,127.1020179,37.6021256,서울,110019,중랑구,망우동,02059,"서울특별시 중랑구 망우로71길 39, (망우동)",02-2207-3402
남화약국,127.3648967,36.3609364,대전,250003,대전서구,월평동,35210,"대전광역시 서구 청사로 5, (월평동, 하나로아파트상가)",042-477-0252
하나온누리약국,126.8325262,37.2184609,경기,312500,화성시,남양읍,18255,"경기도 화성시 남양읍 남양로930번길 2-5, 102,103호",031-357-1751
가장빠른천사약국,127.1149319,37.5264402,서울,110018,송파구,풍납동,05506,"서울특별시 송파구 강동대로 74, 상가동 103호, 104호 (풍납동)",02-483-8875
365 종로약국,126.7171204,35.0427314,전남,360200,나주시,대호동,58244,"전라남도 나주시 대호길 85-1, 1층 (대호동)",
선사프라임약국,127.3778676,36.3594533,대전,250003,대전서구,월평동,35220,"대전광역시 서구 청사로 128, 칼릭스빌딩 106호 (월평동)",042-255-8181
이화누리약국,127.3784112,36.3595692,대전,250003,대전서구,월평동,35220,"대전광역시 서구 청사로 130, 103호 (월평동, 청사로프라자)",042-477-3331
자연약국,127.3898363,36.3595134,대전,250003,대전서구,둔산동,35209,"대전광역시 서구 청사로 234, (둔산동)",042-488-3696
서문사랑약국,127.0851672,37.5661837,서울,110023,광진구,중곡동,04932,"서울특별시 광진구 용마산로23길 28, 내담터 1층 (중곡동)",02-6489-1711
대학약국,127.1139664,37.5273835,서울,110018,송파구,풍납동,05537,"서울특별시 송파구 강동대로 57, 1, 2층 (풍납동)",02-473-0111
시민약국,126.6295446,36.8918161,충남,340900,당진시,읍내동,31777,"충청남도 당진시 교동길 153, (읍내동, 시민약국)",041-355-2639
수지민들레 한약국,127.0975921,37.3246176,경기,312002,용인수지구,풍덕천동,16837,"경기도 용인시 수지구 풍덕천로 149, 현대그린프라자 503호 (풍덕천동)",031-276-8575
새은혜약국,126.771314,37.686163,경기,311902,고양일산서구,일산동,10342,"경기도 고양시 일산서구 원일로 81, 1층 (일산동)",031-977-3113
고산메디칼센터약국,127.1109434,37.7289622,경기,310800,의정부시,산곡동,11800,"경기도 의정부시 서광로 135, 104,105호 (산곡동)",847-0691
용광약국,127.2093122,37.2345309,경기,312003,용인처인구,김량장동,17051,"경기도 용인시 처인구 백옥대로 1108, (김량장동)",031-335-9600
한아름약국,127.0780476,37.3232084,경기,312002,용인수지구,신봉동,16815,"경기도 용인시 수지구 신봉2로 2, 센트럴500 326호 (신봉동)",031-261-0777
동암스타약국,126.7023295,37.4715754,인천,220003,인천부평구,십정동,21445,"인천광역시 부평구 동암광장로 14, 1층 일부호 (십정동)",032-710-2646
365에펠약국,127.1917417,37.5637312,경기,311300,하남시,망월동,12913,"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) B1048호 (망월동)",031-791-3650
동건약국,128.4144672,34.8313983,경남,380800,통영시,봉평동,53070,"경상남도 통영시 도남로 91, (봉평동, 동건약국)",055-648-0104
기승전 휴베이스약국,127.1310702,37.4334,경기,310402,성남중원구,성남동,13355,"경기도 성남시 중원구 광명로 17, 대동빌딩 1층 (성남동)",031-752-1531
바른정문약국,126.8453393,37.3266938,경기,311102,안산상록구,성포동,15291,"경기도 안산시 상록구 예술광장로 63, 성포프라자 101,102호 (성포동)",031-485-0400
손약국,126.9935785,37.4285507,경기,310900,과천시,별양동,13837,"경기도 과천시 별양상가1로 35, 상아빌딩 201호 (별양동)",02-502-1725
기린약국,127.0499631,37.2414119,경기,310604,수원영통구,망포동,16689,"경기도 수원시 영통구 영통로153번길 98, 국제프라자 1층 103호 (망포동)",031-204-3336
햇살약국,126.9090225,37.3923428,경기,310701,안양만안구,안양동,14019,"경기도 안양시 만안구 병목안로130번길 4, 101호 (안양동)",031-360-7753
선정수약국,126.6703486,37.4418442,인천,220001,인천미추홀구,학익동,22221,"인천광역시 미추홀구 학익소로 66, 선정빌딩 1층 106호 (학익동)",032-872-1125
경희양춘당한약국,126.908284,37.4120119,경기,310701,안양만안구,석수동,13969,"경기도 안양시 만안구 석천로 172, 성우빌딩 1층 (석수동)",031-441-6762
수한약국,126.8370375,37.3123123,경기,311101,안산단원구,고잔동,15466,"경기도 안산시 단원구 광덕3로 217, 1층 (고잔동)",031-486-1069
희망약국,126.6793104,37.4485367,인천,220001,인천미추홀구,주안동,22215,"인천광역시 미추홀구 미추홀대로 573, 1층 (주안동)",032-876-3700
건강한약국,127.2659215,37.0077564,경기,312400,안성시,석정동,17581,"경기도 안성시 장기로 9, S TOWER (석정동)",031-671-2627
몸사랑마음사랑 한약국,127.109757,37.2389631,경기,312001,용인기흥구,공세동,17084,"경기도 용인시 기흥구 탑실로 36, 2층 202호 (공세동)",031-281-3746
모닝약국,127.1214909,36.9899128,경기,311200,평택시,소사동,17877,"경기도 평택시 소사2길 4, 1층 (소사동)",031-652-3339
푸른나무 한약국,127.070896,37.252766,경기,310604,수원영통구,영통동,16703,"경기도 수원시 영통구 매영로345번길 7, 125호 (영통동, 영통트리플렉스)",202-1511
한샘약국,126.6799579,37.4897425,인천,220005,인천서구,가좌동,22818,"인천광역시 서구 원적로 29, 나동 4호 (가좌동, 한샘상가)",032-583-1536
솔약국,127.0845333,37.7322299,경기,310800,의정부시,용현동,11791,"경기도 의정부시 오목로 11, 1층 (용현동)",928-6266
은혜약국,127.0530265,37.8926911,경기,310200,동두천시,지행동,11346,"경기도 동두천시 지행로 51, 1층 103호 (지행동)",031-857-7582
고운맘약국,126.8361094,37.6569914,경기,311901,고양덕양구,주교동,10462,"경기도 고양시 덕양구 호국로789번길 6, 중앙빌딩 1층 102호 (주교동)",031-968-1206
밝은온누리약국,126.7190911,37.6873606,경기,311902,고양일산서구,가좌동,10209,"경기도 고양시 일산서구 가좌3로 29, 1층 (가좌동)",031-925-7505
감일365약국,127.1538459,37.5076488,경기,311300,하남시,감이동,13003,"경기도 하남시 감일백제로 177, JS스퀘어 1층 104호 (감이동)",02-476-0365
감초약국,127.1449133,37.4388592,경기,310402,성남중원구,성남동,13358,"경기도 성남시 중원구 시민로 117-2, (성남동)",031-751-1644
오층다나약국,127.2026542,37.7200978,경기,311500,남양주시,진접읍,12059,"경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 509호",
공룡약국,126.7273898,37.3709946,경기,311700,시흥시,배곧동,15010,"경기도 시흥시 서울대학로278번길 19-13, A동 209호 (배곧동, 시흥배곧 C1 호반 써밋플레이스)",031-8042-5076
청담으뜸약국,127.1985668,37.7144909,경기,311500,남양주시,진접읍,12069,"경기도 남양주시 진접읍 해밀예당3로 52, 으뜸빌딩 108호",
상록백제약국,126.8658843,37.3010808,경기,311102,안산상록구,본오동,15537,"경기도 안산시 상록구 본삼로 51, 107,108,109호 (본오동, 리치스빌딩)",031-409-7300
덕영약국,127.0580042,37.7276938,경기,310800,의정부시,신곡동,11734,"경기도 의정부시 회룡로 221, 104호 (신곡동, 장암주공5단지상가)",031-871-4162
맑은약국,126.6947747,37.4421863,인천,220001,인천미추홀구,관교동,22243,"인천광역시 미추홀구 경원대로652번길 31, (관교동)",032-439-6200
메디팜일산약국,126.7914831,37.6463874,경기,311903,고양일산동구,백석동,10445,"경기도 고양시 일산동구 백석로108번길 68-11, 1층 일부호 (백석동)",031-908-4555
백세약국,127.3074235,37.4707326,경기,312600,광주시,퇴촌면,12711,"경기도 광주시 퇴촌면 광동로 41, (명성빌딩)",031-765-0568
바우약국,127.1146681,37.3882472,경기,310403,성남분당구,백현동,13533,"경기도 성남시 분당구 동판교로 55, 로제비앙스퀘어 1층 111호, 112호 (백현동)",031-707-8555
비전미소약국,127.1147039,37.0016056,경기,311200,평택시,비전동,17854,"경기도 평택시 비전5로 37, 102호 (비전동)",031-651-9166
휴베이스행신약국,126.8345011,37.6135261,경기,311901,고양덕양구,행신동,10526,"경기도 고양시 덕양구 충장로 8, 로터스플레이스 104호 (행신동)",994-6399
365조은약국,126.8547879,37.3735281,경기,311700,시흥시,조남동,14988,"경기도 시흥시 목감중앙로 47, 골든프라자 101호 (조남동)",031-403-1178
부평평화약국,126.7261913,37.4935787,인천,220003,인천부평구,부평동,21395,"인천광역시 부평구 시장로 32, 1층 102,103호 (부평동)",032-710-9415
금릉 곰돌이약국,126.7676735,37.7516374,경기,312200,파주시,금촌동,10915,"경기도 파주시 금빛로 24-18, 거성프라자 101호 (금촌동)",031-942-6626
온누리길약국,127.1095235,37.3504972,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 67, 금산젬월드 115호 (금곡동)",031-717-0065
모래내시장온누리약국,126.7193693,37.4532253,인천,220006,인천남동구,구월동,21534,"인천광역시 남동구 호구포로 794-1, 1층 (구월동)",032-471-0047
아름다운약국,126.714247,37.4637068,인천,220006,인천남동구,간석동,21544,"인천광역시 남동구 용천로 157, (간석동)",032-423-0707
부평종로약국,126.7042201,37.513197,인천,220003,인천부평구,청천동,21312,"인천광역시 부평구 세월천로 46, (청천동)",032-514-7038
태창약국,126.7643313,37.6695383,경기,311902,고양일산서구,주엽동,10386,"경기도 고양시 일산서구 강선로 59, 305호 (주엽동, 동신파크빌딩)",031-919-9311
비타민약국,126.721868,37.6049379,경기,312300,김포시,풍무동,10116,"경기도 김포시 풍무로 105, 풍무프라자 1층 102호 (풍무동)",031-981-4743
경희선제당한약국,126.8184583,37.2100312,경기,312500,화성시,남양읍,18258,"경기도 화성시 남양읍 남양시장로 85, 1층",031-357-8824
우리약국,127.0926379,37.3147961,경기,312002,용인수지구,상현동,16925,"경기도 용인시 수지구 진산로 28, 성원상떼빌아파트 상가1동 101호 (상현동)",031-262-5006
에버그린약국,126.8277315,37.3123063,경기,311101,안산단원구,고잔동,15471,"경기도 안산시 단원구 광덕서로 86, 안산법조타운 114호 (고잔동)",031-482-2876
365행복약국,126.7220901,37.4015154,인천,220006,인천남동구,논현동,21653,"인천광역시 남동구 논고개로123번길 35, 칼리오페 1층 A동 126호 (논현동)",032-429-8184
계산약국,126.7287171,37.5429398,인천,220008,인천계양구,계산동,21056,"인천광역시 계양구 경명대로 1096, (계산동)",032-547-3385
아산약국,127.4471046,37.2785424,경기,312100,이천시,창전동,17370,"경기도 이천시 애련정로87번길 57, (창전동)",031-632-0308
수약국,126.9625171,37.3622378,경기,310702,안양동안구,호계동,14126,"경기도 안양시 동안구 경수대로 428, 덕유파크 3층 314호 (호계동)",031-457-2220
맑은샘온누리약국,126.644397,37.3783946,인천,220007,인천연수구,송도동,22013,"인천광역시 연수구 하모니로177번길 49, 형지글로벌 패션복합센터 202호 (송도동)",032-834-4005
송산온누리약국,127.0986098,37.7449282,경기,310800,의정부시,민락동,11813,"경기도 의정부시 오목로 207, 103호 (민락동)",031-852-5001
수약국,126.7176874,37.7246771,경기,312200,파주시,동패동,10874,"경기도 파주시 청석로 256, 교하일번가빌딩 1층 108호 (동패동)",031-947-7573
발안남서약국,126.9049602,37.1299987,경기,312500,화성시,향남읍,18594,"경기도 화성시 향남읍 발안남로55번길 27, 101호 (센트럴월드)",031-366-1716
튼튼약국,126.6433899,37.6370239,경기,312300,김포시,마산동,10068,"경기도 김포시 김포한강8로 163, 한강스퀘어빌딩 1층 109호 (마산동)",031-997-0091
무지개약국,126.866116,37.4751214,경기,310100,광명시,철산동,14250,"경기도 광명시  오리로 861, (철산동)",02-2685-9989
스타약국,127.0517449,37.7441845,경기,310800,의정부시,의정부동,11688,"경기도 의정부시 호국로 1329, 원승빌딩 1층 2호 (의정부동)",031-845-0333
건강당약국,127.0529534,37.9001908,경기,310200,동두천시,생연동,11334,"경기도 동두천시 큰시장로 43, 삼풍빌딩 (생연동)",031-864-7575
새소망약국,127.3020098,37.6572373,경기,311500,남양주시,화도읍,12175,"경기도 남양주시 화도읍 비룡로 58, 정길프라자 401호",031-594-7947
분수대약국,126.7233507,37.4895676,인천,220003,인천부평구,부평동,21404,"인천광역시 부평구 광장로 16, 부평민자역사 지하2층 39호, 40호 (부평동)",
하늘빛약국,127.0717872,37.3003296,경기,312002,용인수지구,상현동,16942,"경기도 용인시 수지구 광교중앙로 338, 광교우미뉴브 R202호 (상현동)",
우리팜약국,126.7221433,37.5285769,인천,220008,인천계양구,작전동,21110,"인천광역시 계양구 계양대로 53, 휘림빌딩 1층 (작전동)",032-551-7535
광교튼튼약국,127.0697541,37.2976618,경기,312002,용인수지구,상현동,16943,"경기도 용인시 수지구 광교중앙로 310, 107호 (상현동)",031-214-0617
유승약국,126.7769728,37.6740494,경기,311903,고양일산동구,정발산동,10357,"경기도 고양시 일산동구 일산로 452, 일산프라자 (정발산동)",070-8860-3657
밝은약국,127.258701,37.4084831,경기,312600,광주시,역동,12759,"경기도 광주시 중앙로 97, (역동)",031-761-3894
참사랑약국,126.8319646,37.6301157,경기,311901,고양덕양구,화정동,10503,"경기도 고양시 덕양구 화중로 32-31, 효원빌딩 101호 (화정동)",031-979-6133
햇님약국,126.8062273,37.3430072,경기,311101,안산단원구,선부동,15222,"경기도 안산시 단원구 석수로5길 13, 1층 (선부동)",031-411-1356
건강백세약국,127.1066794,37.3503551,경기,310403,성남분당구,금곡동,13615,"경기도 성남시 분당구 돌마로 43, 102호 (금곡동, 메디파크빌딩)",031-711-3204
뉴본약국,126.8171043,37.3418439,경기,311101,안산단원구,선부동,15217,"경기도 안산시 단원구 선부로 199, 동진프라자 105-106호 (선부동)",486-8283
바른약국,126.6765279,37.4134271,인천,220007,인천연수구,연수동,21927,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 115호 (연수동)",812-7180
위례광장약국,127.1421227,37.4665126,경기,310401,성남수정구,,13646,"경기도 성남시 수정구 위례광장로 9-9, 위례우남역 퍼스트푸르지오시티 1층 112호 (창곡동)",031-723-7488
두리약국,126.6457125,37.532087,인천,220005,인천서구,청라동,22762,"인천광역시 서구 청라커낼로260번길 11, 진성프라자 105호 일부, 106호 (청라동)",
신세계온누리약국,126.933756,37.4048276,경기,310702,안양동안구,비산동,13916,"경기도 안양시 동안구 임곡로 62, 116호 (비산동, 임곡프라자)",031-464-0369
대원약국,126.7619659,37.6702816,경기,311902,고양일산서구,,10386,"경기도 고양시 일산서구 중앙로 1426, 105,106호 (주엽동, 일송노블레스)",031-911-8301
현대약국,126.8096277,37.4712481,경기,310301,부천소사구,범박동,14782,"경기도 부천시 소사구 범안로 117, 현대리치모아 405호 (범박동)",032-348-2348
이층종로약국,126.8633184,37.2962273,경기,311102,안산상록구,본오동,15541,"경기도 안산시 상록구 샘골로 140, 2층 203호 (본오동, 경남빌딩)",070-8865-4985
덕소메디칼약국,127.2136656,37.5861275,경기,311500,남양주시,와부읍,12209,"경기도 남양주시 와부읍 덕소로97번길 13, 102호",031-577-3535
마음속약국,127.1877634,37.2309265,경기,312003,용인처인구,역북동,17056,"경기도 용인시 처인구 명지로60번길 8-4, (역북동)",031-338-0924
여울약국,127.0907194,37.1962517,경기,312500,화성시,오산동,18479,"경기도 화성시 동탄기흥로 393-20, 상가동 지하1층 B151호 (오산동, 동탄역 파라곤)",031-377-6415
하늘약국,127.1282197,37.4105955,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 406-1호 (야탑동)",031-622-0727
연세약국,126.7659773,37.6665669,경기,311902,고양일산서구,,10366,"경기도 고양시 일산서구 중앙로 1371, 1층 61,62호 (주엽동, 뉴서울상가)",031-915-0425
상록온누리약국,126.8658778,37.3013879,경기,311102,안산상록구,본오동,15537,"경기도 안산시 상록구 용신로 394, 서해프라자 5층 (본오동)",031-416-7257
미약국,126.8204203,37.6207558,경기,311901,고양덕양구,토당동,10510,"경기도 고양시 덕양구 토당로 54, 충정회관 1(일부)층 (토당동)",031-971-2033
제중약국,127.0513988,37.738858,경기,310800,의정부시,의정부동,11695,"경기도 의정부시 태평로 71, 1층 (의정부동)",031-873-9755
나눔약국,126.7277899,37.5355668,인천,220008,인천계양구,작전동,21087,"인천광역시 계양구 주부토로 463, 1층 (작전동)",032-555-1953
루원서울약국,126.6701182,37.5242529,인천,220005,인천서구,가정동,22775,"인천광역시 서구 가정로 437, 301동 204호 (가정동, 루원시티 SK Leaders' VIEW)",032-715-7282
호생약국,127.042457,37.213946,경기,312500,화성시,병점동,18405,"경기도 화성시 효행로 1052, 씨네샤르망 A동 106호 (병점동)",031-232-4524
파랑새약국,127.0754733,37.1415539,경기,311800,오산시,원동,18144,"경기도 오산시 밀머리로1번길 18, 101호 (원동)",031-375-8522
호매실역 약국,126.9529603,37.2743275,경기,310601,수원권선구,금곡동,16391,"경기도 수원시 권선구 금곡로 205, 해피라움 1층 111호 (금곡동)",031-278-7545
아란온누리약국,127.1888298,37.5579111,경기,311300,하남시,풍산동,12919,"경기도 하남시 미사강변대로54번길 121, 연세아란빌딩 106,107호 (풍산동)",031-793-8989
미래온누리약국,126.8172191,37.6257722,경기,311901,고양덕양구,토당동,10506,"경기도 고양시 덕양구 토당로 115, 금호프라자 1층 119,125,126,127호 (토당동)",031-938-0355
호두약국,126.880998,37.462547,경기,310100,광명시,하안동,14306,"경기도 광명시 하안로 294-9, 양정빌딩 105호 (하안동)",02-899-7705
상현약국,127.0686237,37.2967402,경기,312002,용인수지구,상현동,16944,"경기도 용인시 수지구 광교중앙로 297, 광교 2차 푸르지오 D동 103호 (상현동)",
청정약국,126.8369732,37.3145175,경기,311101,안산단원구,고잔동,15464,"경기도 안산시 단원구 광덕4로 220, 밀레니엄프라자 1층 116호 (고잔동)",031-410-2025
담방사거리약국,126.7390452,37.4436635,인천,220006,인천남동구,만수동,21593,"인천광역시 남동구 장승남로 61, 인일프라자 1층 107호 (만수동)",070-8648-0404
건중약국,128.5964129,35.8995539,대구,230003,대구북구,산격동,41533,"대구광역시 북구 연암로 170, 1층 (산격동)",053-656-4207
판교한솔약국,127.0889722,37.3900263,경기,310403,성남분당구,판교동,13477,"경기도 성남시 분당구 운중로 233, 103호 (판교동, 한솔프라자)",031-8017-8868
손약국,126.7260914,37.4910161,인천,220003,인천부평구,부평동,21404,"인천광역시 부평구 경원대로 1414, 삼미빌딩 1층 103호 (부평동)",032-528-6582
기쁨약국,126.7633869,37.6687646,경기,311902,고양일산서구,주엽동,10386,"경기도 고양시 일산서구 강선로 49, 일산VISTA오피스텔 1층 일부(내부호수 102,103호) (주엽동)",031-924-4500
정왕국대약국,126.7515245,37.3446869,경기,311700,시흥시,정왕동,15052,"경기도 시흥시 정왕천로411번길 6, 1층 (정왕동)",031-8042-7515
파란약국,127.1228679,37.3879155,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로180번길 13, 107호 (서현동, 서현프라자)",031-781-0304
참약사 꿈약국,126.7637605,37.7292709,경기,312200,파주시,와동동,10896,"경기도 파주시 책향기로 836, 아름터타워 1층 104호 (와동동)",031-8070-3315
은하약국,126.7647145,37.5050423,경기,310303,부천원미구,중동,14538,"경기도 부천시 원미구 길주로 199, 111호 (중동, 굿모닝프라자)",032-324-1090
정약국,127.1430315,37.6022305,경기,311000,구리시,인창동,11922,"경기도 구리시 경춘로 253, 101, 116호 (인창동)",031-555-1147
서정온누리약국,127.0539603,37.0576314,경기,311200,평택시,서정동,17779,"경기도 평택시 탄현로 58, 103호 (서정동)",031-611-6538
일등약국,127.0561296,37.0819618,경기,311200,평택시,신장동,17753,"경기도 평택시 탄현로 333, (신장동)",031-668-9630
대명약국,126.7025566,37.5080267,인천,220003,인천부평구,산곡동,21369,"인천광역시 부평구 길주로364번길 9, 123호 (산곡동, 부평 IPARK)",
우리약국,127.1978217,37.5325678,경기,311300,하남시,덕풍동,12981,"경기도 하남시 덕산로 33, 108호 (덕풍동, 한솔리치빌1단지아파트)",031-794-0797
더사랑약국,126.7881862,37.4873358,경기,310303,부천원미구,심곡동,14638,"경기도 부천시 원미구 부흥로 440-1, 1층 (심곡동)",032-652-9500
자연앤약국,127.0715755,37.2000317,경기,312500,화성시,반송동,18455,"경기도 화성시 동탄반석로 124, 쎈타프라자 503-1호 (반송동)",070-8803-1868
구생약국,126.8215714,37.525888,경기,310302,부천오정구,고강동,14409,"경기도 부천시 오정구 고리울로52번길 29, 1층 106,107호 (고강동, DH(주상복합)빌딩)",032-671-2392
시화청담약국,126.7007565,37.3184832,경기,311700,시흥시,,15118,"경기도 시흥시 시화호수전원2길 51-5, 101호 (정왕동)",031-319-1075
영종길온누리약국,126.5574799,37.4872993,인천,220004,인천중구,중산동,22402,"인천광역시 중구 하늘달빛로 94, 113호 (중산동)",032-752-9571
온약국,126.6236296,37.6429991,경기,312300,김포시,구래동,10071,"경기도 김포시 김포한강8로 410, 스타프라자 109호 (구래동)",031-987-5569
역곡그린약국,126.8111066,37.4844859,경기,310301,부천소사구,괴안동,14676,"경기도 부천시 소사구 경인로 505, 407호 일부호 (괴안동, 역곡하이뷰)",070-8648-0650
행복한2층약국,127.0874244,37.7374989,경기,310800,의정부시,용현동,11788,"경기도 의정부시 충의로 62, 202호 (용현동, 경은빌딩)",031-851-0813
엄마손약국,127.2347296,37.6456597,경기,311500,남양주시,평내동,12223,"경기도 남양주시 경춘로1256번길 10, 407호 (평내동)",031-559-7985
미소약국,126.7747198,37.7572546,경기,312200,파주시,금촌동,10924,"경기도 파주시 금정7길 29, 103호 (금촌동)",031-945-8762
유명약국,127.0585318,37.7479847,경기,310800,의정부시,금오동,11751,"경기도 의정부시 금신로 368, 1층 105호 (금오동)",070-8845-3718
진약국,126.8051859,37.5243795,경기,310302,부천오정구,원종동,14420,"경기도 부천시 오정구 소사로 766, 1층 일부 (원종동)",032-203-1622
선교녹십자약국,127.3185567,37.9585381,경기,312800,포천시,일동면,11117,"경기도 포천시 일동면 화동로 1068-1, 1층",031-531-8812
보림약국,127.4426694,37.2807116,경기,312100,이천시,창전동,17368,"경기도 이천시 서희로 57, (창전동)",031-633-5574
우리네온누리약국,126.9209938,37.3997552,경기,310701,안양만안구,안양동,13992,"경기도 안양시 만안구 안양로 310, 1층 (안양동)",070-4232-7677
광명마더스약국,126.8773766,37.4703358,경기,310100,광명시,철산동,14243,"경기도 광명시 철망산로 87, 세이브존 지하 1층 (철산동)",02-3666-5121
아침햇살약국,127.2370808,37.6428401,경기,311500,남양주시,평내동,12226,"경기도 남양주시 의안로 121-20, 우영프라자 108호 (평내동)",031-595-0746
유진약국,127.6332518,37.1177958,경기,312100,이천시,장호원읍,17420,"경기도 이천시 장호원읍 장감로 96, (장호원읍)",031-641-2030
서울약국,127.454465,37.2913705,경기,312100,이천시,증포동,17346,"경기도 이천시 이섭대천로 1381, 1층 (증포동)",070-8648-2290
송정온누리약국,127.4346859,37.2956867,경기,312100,이천시,송정동,17344,"경기도 이천시 증신로291번길 106, 1층 (송정동, 송정프라자)",031-631-2855
다원약국,126.7730987,37.657367,경기,311903,고양일산동구,장항동,10402,"경기도 고양시 일산동구 정발산로 39, 103호 (장항동, 대양빌딩)",031-901-0121
동백미소약국,127.1608964,37.2815742,경기,312001,용인기흥구,동백동,17003,"경기도 용인시 기흥구 동백중앙로 358-19, 106호 (동백동, 미래도프라자)",031-693-6097
성빈약국,127.0199826,37.2533636,경기,310601,수원권선구,세류동,16580,"경기도 수원시 권선구 경수대로 295, (세류동)",031-221-1906
우리들약국,127.0433496,37.7288009,경기,310800,의정부시,호원동,11627,"경기도 의정부시 신흥로 141-1, 1층 (호원동)",031-872-0075
참좋은약국,127.1464907,37.5952597,경기,311000,구리시,수택동,11932,"경기도 구리시 검배로72번길 11-13, (수택동)",031-552-2522
하늘약국,126.6732312,37.5181481,인천,220005,인천서구,가정동,22777,"인천광역시 서구 가정로 372, 1층 일부호 (가정동)",032-576-2020
평화약국,126.7500851,37.6736438,경기,311902,고양일산서구,대화동,10383,"경기도 고양시 일산서구 호수로856번길 74-1, 1층·지하1층(일부) (대화동)",031-916-4688
타운약국 트레이더스킨텍스점,126.7441865,37.6616152,경기,311902,고양일산서구,대화동,10390,"경기도 고양시 일산서구 킨텍스로 171, 일산 킨텍스 복합개발 지하3층 일부호 (대화동)",031-916-7775
관양우리약국,126.9571561,37.4042004,경기,310702,안양동안구,관양동,13936,"경기도 안양시 동안구 관평로 313, 1층 (관양동)",031-381-2221
간석열린약국,126.7080077,37.4619006,인천,220006,인천남동구,간석동,21550,"인천광역시 남동구 남동대로 889-1, B01호 (간석동)",032-422-9088
위례중앙약국,127.142939,37.4727089,경기,310401,성남수정구,,13640,"경기도 성남시 수정구 위례광장로 310, A동 104호 (창곡동, 우성트램타워)",031-757-3331
수원 행복약국,127.0113991,37.2664214,경기,310601,수원권선구,세류동,16459,"경기도 수원시 권선구 효원로 88, 제이에스빌딩 1층 103호 (세류동)",
대경약국,126.9732282,37.2236813,경기,312500,화성시,기안동,18337,"경기도 화성시 효행로 271, 3층 일부 (기안동)",070-8718-2333
바로약국,127.1336461,37.6008782,경기,311000,구리시,교문동,11923,"경기도 구리시 경춘로 165, 1~2층 (교문동)",031-552-2500
그린프라자약국,126.9581865,37.3725247,경기,310702,안양동안구,호계동,14112,"경기도 안양시 동안구 경수대로 558, 1층 (호계동)",031-455-7900
건강한 용약국,126.7348015,37.5365393,인천,220008,인천계양구,계산동,21068,"인천광역시 계양구 장제로772번길 2, (계산동)",070-4176-1375
운정건강약국,126.7516807,37.7312761,경기,312200,파주시,와동동,10895,"경기도 파주시 미래로602번길 3, 108,109호 (와동동, 윤정프라자)",031-941-5521
365열린약국,127.4546898,37.2746581,경기,312100,이천시,안흥동,17372,"경기도 이천시 구만리로 191, 2층 (안흥동, 롯데캐슬 골드스카이)",031-637-7328
거모보룡약국,126.784886,37.3438605,경기,311700,시흥시,거모동,15070,"경기도 시흥시 군자로 520, (거모동)",031-491-8306
푸른약국,127.1146681,37.3207124,경기,312001,용인기흥구,보정동,16898,"경기도 용인시 기흥구 죽전로 53, 야후빌딩 403호 (보정동)",031-261-8047
화성제일약국,126.8333717,37.217751,경기,312500,화성시,남양읍,18256,"경기도 화성시 남양읍 남양로920번길 12, 이현빌딩 107호",070-7576-2575
